DN,area_ha
"11",0.183
"11",0.122
"11",0.183
"12",8.398
"9",0.122
"11",0.061
"11",0.122
"9",0.609
"9",0.061
"12",0.122
"11",0.061
"12",0.122
"11",0.061
"11",0.243
"9",0.122
"11",0.061
"11",0.061
"9",0.365
"9",0.669
"11",3.286
"12",0.548
"9",0.061
"11",0.122
"9",0.061
"11",0.122
"9",0.183
"11",0.061
"12",0.183
"9",0.122
"9",0.061
"9",0.365
"9",0.122
"11",0.122
"12",0.304
"11",0.122
"11",0.548
"9",0.183
"9",10.710
"11",0.730
"11",0.183
"11",0.061
"9",0.791
"9",0.061
"11",0.061
"11",0.061
"12",0.609
"9",0.365
"9",0.061
"9",0.548
"9",0.243
"12",0.122
"11",0.061
"12",0.061
"9",0.061
"12",0.304
"11",2.982
"12",0.122
"9",0.730
"9",0.061
"12",0.061
"0",0.365
"9",0.122
"9",0.061
"4",0.061
"4",0.061
"12",0.061
"11",0.122
"11",0.122
"9",0.426
"9",0.122
"12",0.365
"9",0.122
"9",0.122
"1",0.061
"3",0.243
"4",0.365
"9",1.278
"12",0.061
"11",0.122
"11",0.122
"3",0.122
"11",0.061
"12",0.183
"4",0.304
"11",0.061
"12",0.183
"1",0.061
"4",0.061
"11",0.304
"11",0.122
"11",0.122
"4",0.122
"9",0.061
"12",0.243
"4",0.061
"11",0.122
"11",0.061
"12",0.061
"11",0.061
"9",0.243
"1",0.122
"12",0.243
"11",0.122
"4",0.243
"11",0.122
"9",1.460
"9",0.243
"11",0.061
"1",0.122
"12",0.913
"11",0.061
"1",0.365
"11",0.061
"11",0.122
"11",0.122
"9",0.122
"11",0.122
"9",0.122
"9",0.122
"9",0.122
"9",0.243
"9",0.061
"12",0.061
"11",0.061
"12",0.122
"12",0.243
"9",0.061
"12",0.183
"9",0.243
"11",0.365
"9",0.061
"9",0.122
"9",0.061
"9",0.122
"9",0.365
"4",0.122
"4",0.061
"12",0.061
"11",0.122
"9",0.061
"12",0.061
"9",0.304
"9",0.122
"4",0.061
"1",0.304
"12",0.122
"1",0.122
"4",0.730
"9",0.122
"9",0.061
"9",0.183
"4",0.122
"11",0.061
"12",0.122
"11",0.183
"12",0.243
"11",0.183
"11",0.122
"11",0.183
"12",0.791
"9",0.609
"12",0.061
"12",2.069
"9",0.243
"11",0.365
"11",0.243
"11",0.122
"9",0.061
"9",0.304
"9",0.183
"12",0.304
"11",0.122
"9",0.061
"12",0.243
"9",0.122
"11",0.183
"11",0.061
"9",0.487
"9",0.122
"9",0.061
"9",0.061
"9",0.122
"11",0.122
"11",0.730
"9",0.122
"11",0.183
"9",0.426
"9",0.061
"11",0.122
"9",0.122
"12",0.243
"11",0.365
"9",0.061
"9",0.548
"12",0.122
"11",0.304
"11",0.122
"12",0.122
"9",0.122
"11",0.061
"9",0.122
"4",0.061
"4",0.061
"9",0.122
"4",0.122
"9",0.122
"9",0.243
"11",0.122
"12",0.061
"11",0.122
"4",0.183
"9",0.061
"9",0.122
"11",0.061
"4",0.061
"11",0.061
"12",0.122
"3",0.183
"4",0.243
"3",0.061
"1",0.243
"9",0.061
"12",0.122
"1",0.122
"1",0.061
"9",0.122
"1",0.122
"11",0.061
"12",0.061
"4",0.061
"11",0.061
"1",0.122
"12",0.061
"12",0.243
"11",0.061
"11",0.243
"11",0.061
"1",0.122
"12",0.122
"12",0.243
"9",0.183
"11",0.122
"11",0.061
"11",0.061
"12",0.061
"1",0.061
"12",0.183
"1",0.122
"1",0.122
"11",0.183
"12",0.061
"12",2.982
"12",3.529
"12",0.061
"11",0.122
"1",0.365
"11",0.061
"4",0.122
"9",0.122
"9",0.061
"12",0.183
"9",1.704
"11",0.122
"12",0.122
"9",0.061
"9",0.061
"11",0.426
"9",2.008
"12",0.426
"11",0.061
"11",4.077
"9",0.183
"9",0.122
"12",0.122
"9",0.243
"9",0.061
"9",0.122
"9",0.061
"12",0.365
"12",0.061
"9",0.243
"12",0.061
"9",0.061
"12",0.061
"12",0.122
"12",0.122
"9",0.243
"9",0.061
"9",0.304
"1",0.122
"4",0.122
"4",0.426
"9",0.122
"4",0.609
"4",0.304
"4",0.122
"9",0.061
"9",0.183
"1",0.183
"9",0.122
"11",0.061
"9",0.122
"9",0.122
"11",0.183
"11",0.061
"11",0.122
"12",0.122
"11",0.061
"11",0.122
"11",0.122
"11",0.243
"12",0.243
"11",0.122
"9",0.122
"12",0.061
"12",0.304
"9",0.061
"12",0.183
"9",0.061
"11",0.061
"9",0.122
"11",0.122
"9",0.122
"9",0.122
"11",0.061
"12",0.122
"9",0.061
"9",0.061
"12",6.450
"11",0.061
"12",0.183
"12",0.243
"9",0.122
"12",0.365
"11",0.061
"9",0.548
"11",0.183
"9",3.834
"9",0.061
"9",0.122
"9",0.061
"12",0.061
"9",0.122
"9",0.122
"9",0.243
"11",0.061
"11",0.122
"11",0.061
"9",0.061
"11",0.122
"9",0.061
"9",0.061
"12",0.122
"11",0.365
"11",0.061
"11",0.061
"9",0.061
"9",0.122
"11",0.243
"12",0.122
"9",0.061
"9",0.061
"16",0.183
"1",0.365
"4",0.122
"12",0.061
"1",0.243
"11",0.243
"11",0.122
"9",0.426
"9",0.122
"9",0.061
"3",0.243
"9",0.122
"4",0.609
"9",0.304
"9",0.061
"3",0.122
"11",0.061
"4",0.304
"1",0.122
"3",0.061
"12",0.122
"11",0.061
"11",0.061
"11",0.122
"9",0.061
"4",0.122
"1",0.061
"12",0.122
"12",0.122
"9",0.122
"12",0.974
"11",0.061
"11",0.061
"11",0.243
"11",0.183
"4",0.122
"12",0.122
"1",0.061
"9",0.730
"11",0.061
"1",0.061
"12",0.061
"11",0.122
"4",0.061
"11",0.365
"11",0.852
"12",0.122
"4",0.122
"4",0.122
"3",0.061
"9",0.122
"12",0.183
"1",0.365
"11",0.122
"11",0.122
"12",0.243
"12",0.243
"9",0.061
"1",0.061
"12",0.061
"12",0.122
"12",0.061
"12",0.061
"11",0.122
"9",0.122
"9",3.286
"12",0.243
"9",0.061
"12",0.061
"9",0.365
"9",0.061
"4",0.243
"4",0.122
"4",0.061
"4",0.122
"9",0.974
"9",0.061
"12",0.061
"9",0.365
"12",0.061
"1",0.183
"9",0.122
"9",0.122
"9",0.304
"11",0.122
"9",0.122
"1",0.122
"12",0.183
"1",0.061
"9",0.183
"4",0.365
"4",0.061
"12",0.243
"9",0.061
"11",0.061
"11",0.122
"9",0.122
"11",0.183
"9",0.183
"9",0.061
"11",0.061
"9",0.122
"11",0.426
"11",0.183
"11",0.122
"9",0.122
"12",0.122
"9",0.243
"11",0.122
"9",0.183
"12",0.061
"12",0.122
"9",0.061
"9",0.122
"9",0.304
"9",0.061
"9",0.122
"9",0.061
"12",0.122
"9",0.122
"9",0.061
"11",0.122
"11",0.609
"11",0.061
"9",0.122
"11",0.061
"9",0.548
"9",0.122
"12",0.426
"11",0.122
"11",0.122
"9",0.122
"1",0.122
"9",0.183
"9",0.122
"9",0.061
"11",0.122
"9",0.730
"3",0.122
"12",0.183
"1",0.061
"1",0.183
"3",0.061
"12",0.122
"9",0.243
"3",0.243
"1",0.061
"4",0.122
"4",0.122
"3",0.122
"12",0.061
"4",2.130
"1",0.061
"4",0.122
"4",0.426
"12",0.122
"11",0.061
"12",0.243
"1",0.183
"4",0.061
"11",0.122
"12",0.061
"3",0.122
"11",0.061
"4",0.122
"4",0.061
"4",0.243
"1",0.122
"11",0.122
"11",0.061
"9",1.886
"9",0.183
"12",0.061
"3",0.061
"9",0.243
"4",0.061
"12",0.122
"12",0.061
"3",0.122
"4",0.061
"1",0.122
"9",0.061
"11",0.061
"12",0.061
"9",0.061
"9",0.548
"11",0.243
"9",0.122
"9",0.122
"9",0.061
"9",0.061
"9",0.122
"9",0.061
"9",0.243
"9",0.061
"9",0.122
"4",0.122
"4",0.122
"4",0.061
"9",0.061
"12",0.061
"1",0.183
"4",0.243
"1",0.122
"4",0.061
"1",0.122
"9",0.061
"4",0.122
"4",0.426
"1",0.061
"4",0.061
"11",0.061
"12",0.061
"11",0.122
"9",0.122
"9",0.061
"12",0.061
"11",0.122
"11",0.061
"11",0.061
"11",0.183
"11",0.122
"9",0.061
"9",0.061
"9",0.061
"11",0.061
"9",0.061
"11",0.061
"9",0.122
"11",0.061
"12",0.122
"9",0.183
"12",0.122
"12",0.183
"11",0.122
"9",0.061
"11",0.122
"12",0.061
"9",0.061
"12",0.183
"9",0.122
"9",0.061
"9",0.122
"12",0.061
"9",0.061
"9",0.061
"9",0.061
"1",0.061
"9",0.122
"11",0.061
"9",0.122
"11",0.061
"9",0.061
"11",0.122
"9",0.061
"1",0.061
"3",0.122
"3",0.122
"9",0.061
"11",0.061
"12",0.122
"9",0.122
"11",0.061
"12",0.122
"12",0.061
"9",0.061
"9",0.061
"4",0.122
"12",0.183
"1",0.122
"9",0.426
"1",0.122
"11",0.061
"9",0.061
"12",0.061
"1",0.061
"11",0.183
"11",0.061
"11",0.061
"11",0.122
"11",0.061
"9",0.243
"1",0.061
"4",0.122
"11",0.122
"1",0.061
"4",0.061
"11",0.183
"11",0.122
"1",0.061
"9",0.061
"9",0.122
"12",0.122
"9",0.061
"9",0.122
"9",0.122
"9",0.061
"9",52.575
"9",0.122
"9",0.061
"9",0.183
"4",0.243
"4",0.061
"4",0.122
"4",0.061
"9",0.061
"9",0.122
"12",0.061
"4",0.061
"4",0.183
"1",0.061
"4",0.061
"4",0.122
"4",0.061
"4",0.061
"9",219.979
"11",2.191
"11",0.852
"9",1.521
"12",1.278
"9",11.380
"11",2.191
"9",1.582
"9",1.156
"9",2.860
"11",0.669
"12",6.207
"11",0.791
"11",2.191
"12",10.832
"9",2.738
"9",1.643
"9",9.493
"12",1.947
"9",0.669
"9",5.112
"9",2.678
"9",6.085
"9",23.184
"9",0.548
"9",0.426
"11",0.791
"9",0.974
"12",0.183
"12",0.669
"9",5.173
"9",0.426
"4",1.217
"11",0.669
"11",1.947
"12",0.365
"9",0.426
"12",1.947
"12",0.974
"12",3.651
"12",0.183
"12",2.373
"4",0.426
"11",0.243
"12",0.122
"12",0.304
"11",0.243
"9",2.678
"9",9.128
"11",0.669
"9",0.426
"12",0.548
"11",3.043
"11",0.243
"9",1.095
"9",0.548
"12",0.852
"12",0.122
"9",0.426
"12",0.183
"12",0.183
"12",0.243
"9",6.146
"4",1.339
"4",0.243
"9",0.122
"9",0.365
"4",0.243
"4",0.243
"1",0.487
"1",0.426
"11",0.243
"12",2.556
"12",0.122
"9",20.751
"1",0.365
"4",0.304
"9",0.183
"1",0.365
"4",0.243
"4",0.365
"12",5.538
"12",4.442
"12",9.919
"12",0.426
"9",0.122
"9",0.609
"9",22.211
"9",0.122
"1",0.426
"1",0.487
"1",0.426
"4",0.426
"11",0.061
"12",0.487
"9",0.304
"11",1.339
"9",1.035
"9",0.122
"9",0.061
"9",7.485
"11",0.122
"11",120.778
"11",0.122
"11",0.487
"9",0.061
"12",0.061
"11",0.061
"11",1.400
"12",0.122
"11",0.122
"9",0.426
"9",12.779
"9",0.061
"9",0.061
"9",0.061
"9",0.304
"12",0.243
"11",0.061
"12",0.061
"9",0.061
"9",0.061
"9",0.061
"9",0.061
"11",2.556
"12",0.061
"9",0.122
"9",0.061
"9",0.122
"9",0.243
"11",0.061
"11",0.061
"11",0.061
"9",0.183
"9",3.164
"9",0.122
"9",0.061
"9",0.061
"9",0.122
"9",0.243
"11",0.122
"9",0.061
"12",1.400
"9",0.061
"12",1.035
"11",0.061
"9",0.183
"9",0.243
"11",0.122
"12",0.061
"9",0.122
"9",0.365
"11",0.122
"9",0.304
"9",0.122
"12",0.183
"4",0.609
"11",0.243
"9",0.061
"9",0.122
"4",0.183
"4",0.243
"11",0.061
"11",1.095
"9",0.791
"11",0.243
"9",0.061
"1",0.913
"3",0.061
"1",0.122
"3",0.061
"4",0.122
"1",0.122
"1",0.122
"11",0.183
"12",0.061
"9",0.061
"11",0.122
"9",0.061
"4",0.122
"1",0.304
"4",0.122
"1",0.061
"11",0.183
"4",0.426
"1",0.122
"1",0.122
"4",0.061
"12",0.061
"11",0.061
"1",0.365
"9",0.061
"12",0.122
"1",0.061
"11",0.243
"4",0.183
"4",0.548
"4",0.061
"12",0.122
"11",0.122
"12",0.061
"9",0.122
"11",0.243
"11",0.122
"9",0.122
"11",0.061
"11",0.061
"9",0.122
"9",0.061
"11",0.061
"11",0.913
"9",0.609
"12",0.183
"12",3.530
"12",0.122
"12",0.365
"11",3.712
"11",0.061
"11",1.947
"11",0.122
"9",0.061
"9",0.061
"11",0.122
"1",0.061
"4",0.061
"9",0.122
"12",0.061
"12",0.061
"11",0.243
"11",2.069
"12",0.122
"12",0.183
"11",0.852
"9",0.061
"9",0.122
"9",0.609
"9",0.426
"9",0.122
"9",0.426
"9",0.061
"4",0.061
"9",0.548
"9",0.426
"9",0.122
"9",0.061
"11",0.061
"12",0.304
"12",0.122
"9",0.061
"1",0.122
"4",0.122
"4",0.122
"4",0.122
"1",0.122
"4",0.061
"9",0.122
"11",0.122
"11",0.122
"11",0.061
"9",0.122
"11",0.122
"11",0.122
"9",0.183
"11",0.061
"12",11.379
"11",0.122
"9",0.061
"9",0.122
"9",0.061
"9",0.487
"9",0.061
"11",1.826
"9",0.061
"9",0.061
"12",0.061
"11",0.426
"9",1.035
"12",0.730
"11",0.487
"9",0.365
"9",0.122
"9",0.122
"9",0.183
"11",0.183
"9",0.061
"9",0.122
"9",0.243
"12",0.122
"12",0.122
"12",0.426
"9",0.061
"9",0.122
"9",0.122
"11",0.061
"9",0.122
"12",0.122
"12",0.061
"11",0.061
"9",0.122
"9",0.061
"12",0.122
"12",0.974
"9",0.122
"9",0.122
"1",0.122
"4",0.061
"3",0.122
"1",0.061
"1",0.061
"11",0.122
"1",0.061
"9",0.122
"9",0.487
"11",0.061
"9",0.122
"11",0.122
"9",0.061
"9",0.061
"12",2.738
"4",0.122
"12",0.061
"1",0.122
"9",0.243
"9",0.730
"4",0.122
"12",0.487
"9",0.122
"4",0.061
"11",0.122
"9",0.487
"12",0.061
"4",0.183
"11",0.061
"12",0.122
"11",0.061
"11",0.061
"4",0.183
"1",0.061
"4",0.061
"12",0.426
"4",0.183
"12",0.669
"4",0.365
"4",0.243
"4",0.122
"1",0.122
"1",0.061
"11",0.122
"4",0.061
"1",0.061
"9",3.956
"1",0.122
"4",0.122
"11",0.061
"4",0.122
"11",0.122
"11",0.061
"9",0.243
"9",0.122
"9",0.061
"9",0.061
"11",0.122
"11",0.061
"1",0.061
"12",0.122
"11",0.061
"12",0.061
"12",0.426
"12",0.122
"4",0.061
"9",0.061
"9",0.122
"9",0.122
"9",0.243
"12",0.122
"9",0.122
"12",0.061
"11",0.061
"12",0.122
"12",0.061
"9",1.826
"11",0.061
"12",0.122
"9",0.122
"12",0.122
"11",0.122
"9",0.304
"9",0.122
"9",0.122
"9",0.061
"9",11.075
"4",0.122
"9",0.122
"4",0.183
"4",0.122
"4",0.061
"9",0.304
"9",0.122
"1",0.122
"9",11.502
"12",0.061
"9",0.061
"1",0.122
"12",0.061
"4",0.183
"1",0.061
"4",0.122
"1",0.122
"9",0.243
"11",1.826
"11",0.061
"11",0.243
"11",1.278
"11",0.243
"11",0.183
"11",0.122
"9",0.061
"9",0.061
"11",0.122
"11",0.122
"12",0.183
"12",0.426
"12",1.582
"9",0.061
"11",4.929
"11",0.548
"12",0.304
"9",0.061
"9",0.061
"11",0.061
"12",0.122
"9",0.122
"12",0.304
"12",0.061
"9",0.061
"9",0.122
"12",0.730
"11",0.122
"12",0.365
"12",0.061
"9",0.304
"11",0.304
"11",0.122
"11",0.122
"11",0.061
"9",0.122
"12",0.122
"11",0.243
"9",0.061
"9",0.061
"11",0.061
"11",0.122
"11",2.191
"9",0.122
"9",26.957
"9",0.061
"11",0.122
"9",0.061
"9",0.061
"9",0.061
"12",0.061
"11",0.122
"9",0.183
"9",0.183
"9",0.061
"9",0.365
"9",0.730
"9",0.183
"9",0.122
"9",0.122
"12",0.243
"11",0.061
"12",0.122
"12",0.061
"9",0.122
"9",0.243
"11",0.122
"12",0.122
"11",0.061
"9",0.730
"11",8.155
"12",0.122
"9",0.061
"1",0.852
"9",0.243
"9",0.243
"4",0.061
"4",0.122
"1",0.122
"12",0.061
"11",56.166
"9",0.061
"3",0.183
"1",0.061
"9",0.487
"4",0.061
"3",0.061
"4",0.122
"4",0.183
"11",0.122
"11",0.852
"9",0.122
"4",0.122
"12",0.122
"4",0.061
"1",0.122
"11",0.061
"1",0.122
"4",0.061
"11",0.122
"12",4.564
"11",0.061
"11",0.122
"9",0.122
"9",0.548
"4",0.061
"4",0.426
"4",0.061
"4",0.183
"9",0.122
"4",0.183
"9",0.852
"11",0.122
"1",0.061
"4",0.122
"4",0.669
"9",0.122
"3",0.061
"1",0.061
"3",0.122
"12",0.974
"11",0.061
"9",0.122
"11",0.061
"9",0.913
"9",0.304
"9",0.122
"11",0.122
"11",0.061
"9",0.487
"1",0.122
"4",0.487
"4",0.061
"12",1.704
"11",0.487
"12",0.061
"12",0.061
"11",0.243
"9",0.061
"11",0.183
"12",0.061
"9",0.122
"9",0.487
"11",0.061
"9",2.313
"12",0.061
"12",0.122
"9",0.061
"9",4.077
"9",0.122
"9",4.564
"11",0.365
"12",0.122
"9",0.061
"9",0.061
"12",0.122
"9",0.243
"9",0.122
"9",0.061
"9",0.061
"11",0.122
"9",0.061
"4",0.243
"4",0.061
"9",0.122
"12",0.061
"9",0.122
"12",0.122
"12",0.122
"1",0.061
"12",0.122
"9",0.913
"4",0.061
"4",0.183
"4",0.122
"12",0.061
"1",0.061
"4",0.061
"9",1.461
"9",0.122
"11",0.061
"11",0.730
"12",0.061
"9",0.548
"12",1.947
"11",0.122
"9",7.607
"9",0.122
"11",0.183
"11",1.156
"12",0.061
"9",0.122
"9",0.061
"9",0.487
"11",0.913
"9",0.183
"9",0.061
"12",0.243
"11",0.365
"11",0.304
"9",4.564
"11",0.061
"9",0.122
"9",1.035
"11",0.609
"11",0.243
"11",0.061
"9",0.122
"9",0.304
"9",0.122
"9",0.061
"9",0.122
"9",0.122
"12",0.122
"9",0.122
"9",0.122
"9",0.122
"12",0.122
"11",0.122
"11",0.122
"11",0.122
"9",0.183
"9",0.122
"11",1.156
"11",0.122
"9",0.061
"12",0.243
"9",1.582
"11",0.304
"11",0.609
"9",0.122
"12",0.061
"11",0.061
"9",0.061
"9",0.365
"9",0.061
"9",0.061
"9",0.061
"9",0.183
"4",0.183
"12",0.183
"3",0.183
"9",0.122
"4",0.122
"9",0.183
"4",1.156
"1",0.061
"9",0.122
"4",0.061
"1",0.426
"9",0.426
"4",0.609
"4",0.487
"4",0.304
"1",0.122
"9",0.122
"9",0.365
"9",0.243
"9",0.061
"12",0.669
"3",0.122
"1",0.061
"4",0.122
"1",0.061
"11",0.122
"3",0.061
"9",0.487
"11",1.156
"3",0.122
"4",0.061
"9",0.061
"11",0.122
"11",0.061
"4",0.122
"12",0.061
"1",0.122
"9",0.243
"1",0.122
"11",0.122
"12",0.243
"1",0.183
"4",0.243
"1",0.122
"11",0.061
"12",0.061
"1",0.122
"9",0.365
"9",0.122
"4",0.243
"9",0.122
"12",0.243
"12",0.122
"1",0.122
"4",0.304
"11",0.061
"4",0.122
"12",0.122
"11",0.243
"11",0.122
"9",0.061
"12",0.061
"11",0.426
"4",0.609
"4",0.122
"1",0.061
"4",0.122
"3",0.061
"1",0.122
"12",0.122
"11",0.122
"1",0.061
"11",0.061
"12",0.913
"9",0.061
"12",2.373
"9",0.122
"11",0.061
"11",0.122
"12",1.095
"12",0.122
"11",0.122
"11",0.183
"9",1.521
"12",0.061
"9",0.426
"9",0.122
"9",0.304
"9",0.183
"11",0.061
"9",0.061
"4",0.122
"9",0.122
"9",0.122
"9",0.061
"9",0.061
"4",0.061
"9",0.243
"9",4.808
"1",0.304
"12",0.061
"4",0.061
"12",0.122
"11",0.061
"4",0.183
"1",0.122
"9",0.304
"1",0.122
"12",4.747
"9",0.061
"11",0.122
"9",0.122
"9",0.183
"9",0.852
"9",0.061
"9",0.061
"9",0.304
"11",0.122
"11",0.183
"11",0.061
"11",0.061
"11",0.122
"9",0.061
"11",0.609
"9",0.365
"11",0.122
"9",0.122
"11",0.122
"11",0.243
"11",0.122
"11",0.791
"12",0.122
"9",0.061
"11",0.122
"11",0.243
"9",0.061
"9",0.183
"9",0.426
"12",0.487
"12",0.061
"9",0.122
"9",0.852
"12",0.730
"11",2.130
"12",0.183
"12",0.669
"9",0.487
"11",0.122
"11",0.304
"9",0.122
"9",0.183
"9",1.035
"9",4.564
"11",0.122
"12",0.061
"11",0.183
"9",0.122
"11",1.156
"11",0.365
"9",0.487
"9",0.183
"9",0.913
"9",0.122
"12",1.217
"12",0.061
"9",0.183
"11",0.122
"12",0.183
"11",0.487
"11",0.426
"12",0.243
"9",0.243
"9",2.982
"11",0.243
"9",1.461
"9",0.122
"9",0.426
"1",0.122
"11",0.061
"11",0.122
"11",0.061
"9",0.122
"4",0.122
"11",0.061
"4",0.669
"12",0.061
"11",0.122
"3",0.122
"11",0.061
"9",0.974
"1",0.243
"4",0.243
"11",0.061
"4",0.122
"11",0.061
"12",0.669
"9",0.122
"3",0.061
"9",0.122
"11",0.061
"3",0.061
"11",0.061
"12",0.122
"11",0.061
"11",0.061
"9",0.122
"9",0.365
"4",0.061
"4",0.730
"12",0.122
"3",0.061
"9",0.122
"1",0.487
"1",0.061
"9",0.122
"4",0.122
"9",0.974
"11",0.852
"1",0.122
"11",0.061
"12",0.243
"9",0.183
"11",0.061
"4",0.061
"4",0.243
"12",0.304
"1",0.122
"9",0.365
"9",0.061
"12",0.122
"9",0.061
"9",0.122
"12",1.643
"9",0.730
"1",0.061
"4",0.122
"12",0.122
"9",0.730
"1",0.122
"1",0.061
"12",0.183
"11",0.122
"11",0.061
"11",0.122
"11",0.061
"11",0.183
"1",0.122
"11",0.122
"12",0.122
"12",0.122
"9",0.183
"9",0.243
"12",0.304
"12",0.426
"9",0.183
"9",0.061
"9",0.304
"11",5.112
"12",0.122
"9",0.304
"12",1.095
"12",315.762
"11",0.122
"11",0.243
"11",0.304
"9",0.061
"9",0.426
"12",9.067
"11",0.061
"11",0.061
"9",2.069
"9",0.183
"9",0.061
"9",2.982
"9",0.061
"4",0.183
"4",0.183
"4",0.061
"4",0.061
"4",0.122
"4",0.061
"12",0.122
"9",1.521
"12",0.183
"1",0.487
"1",0.183
"4",0.061
"12",0.122
"9",0.426
"9",0.061
"11",0.365
"12",0.122
"9",0.122
"9",0.061
"9",0.243
"9",0.122
"11",0.061
"9",0.061
"11",0.122
"9",0.061
"11",0.122
"11",0.183
"12",5.903
"12",0.243
"12",0.122
"9",1.765
"11",0.061
"12",0.122
"12",0.061
"9",0.243
"11",0.548
"12",0.122
"9",0.061
"9",0.243
"9",0.426
"9",0.122
"9",0.304
"9",0.122
"9",0.609
"11",0.061
"11",0.487
"11",0.122
"9",0.669
"11",0.183
"9",0.365
"9",0.365
"9",0.243
"9",0.061
"9",3.043
"11",0.122
"12",0.122
"11",0.122
"11",0.061
"9",0.243
"9",0.122
"9",0.061
"9",0.061
"9",0.061
"4",0.061
"3",0.243
"9",0.061
"3",0.061
"4",0.122
"11",0.487
"9",0.122
"9",0.122
"11",0.122
"4",0.122
"4",0.061
"4",0.122
"3",0.183
"3",0.061
"1",0.669
"3",0.122
"12",0.487
"11",0.061
"3",0.122
"4",0.061
"3",0.061
"11",0.183
"3",0.426
"1",0.122
"9",0.122
"1",0.061
"3",0.061
"11",0.122
"11",0.061
"4",0.122
"9",0.061
"9",0.122
"12",0.122
"11",0.061
"4",0.730
"3",0.061
"4",0.122
"4",0.304
"1",0.122
"9",0.365
"11",0.243
"11",0.183
"11",0.122
"11",0.183
"11",0.122
"4",0.183
"4",0.122
"1",0.061
"1",0.122
"9",0.061
"12",0.243
"12",0.122
"12",0.243
"11",0.061
"12",0.122
"11",0.243
"9",0.122
"11",0.061
"11",0.061
"9",0.061
"9",0.122
"9",0.122
"9",0.061
"4",0.122
"11",0.122
"1",0.183
"1",0.243
"11",0.061
"12",0.061
"12",0.061
"12",0.061
"12",0.061
"11",0.122
"11",0.243
"12",0.122
"9",0.487
"12",0.122
"11",0.791
"9",0.061
"12",0.183
"9",0.609
"9",1.156
"11",0.243
"11",0.183
"9",0.426
"12",0.061
"9",0.183
"11",0.122
"12",0.487
"12",0.061
"9",0.304
"9",0.913
"9",0.304
"9",0.061
"9",0.122
"4",0.243
"4",0.061
"9",0.061
"9",0.183
"12",0.548
"1",0.122
"4",0.243
"4",0.304
"9",0.304
"11",0.061
"9",0.061
"9",0.061
"9",0.122
"11",0.304
"9",0.061
"11",0.122
"9",0.243
"11",0.061
"9",0.061
"9",0.122
"11",0.061
"11",0.061
"11",0.122
"11",2.130
"9",0.061
"12",0.304
"11",0.122
"9",0.061
"11",0.122
"12",0.913
"9",1.461
"9",0.061
"11",0.304
"12",0.243
"12",0.061
"12",0.061
"9",0.304
"9",0.122
"9",0.061
"12",0.122
"9",2.921
"9",0.183
"11",0.061
"11",0.061
"11",0.122
"11",0.122
"11",0.183
"11",0.243
"11",0.365
"9",0.061
"11",0.061
"11",0.061
"9",0.122
"12",0.304
"12",0.243
"9",0.304
"9",0.122
"11",0.122
"9",0.609
"9",0.365
"4",0.061
"16",0.061
"16",0.061
"4",0.365
"12",0.304
"1",0.061
"9",0.061
"11",0.304
"11",0.122
"9",0.183
"12",0.243
"9",0.426
"3",0.122
"9",0.122
"4",0.122
"9",0.183
"1",0.122
"9",0.426
"11",0.061
"12",0.243
"9",0.122
"9",0.122
"12",0.061
"12",0.061
"12",2.556
"4",0.243
"11",0.061
"12",0.122
"4",0.061
"9",0.061
"12",0.365
"11",0.122
"9",0.365
"4",0.061
"12",0.061
"4",0.122
"4",0.365
"12",106.661
"4",0.122
"1",0.183
"9",0.183
"9",0.183
"1",0.061
"4",0.122
"12",0.061
"1",0.122
"9",0.304
"9",0.061
"4",0.061
"9",0.122
"9",0.122
"11",0.122
"12",0.061
"11",0.243
"9",0.243
"1",0.061
"4",0.122
"11",0.122
"12",0.122
"1",0.122
"11",0.243
"12",0.730
"12",0.122
"12",0.122
"12",2.982
"9",0.183
"9",0.061
"9",0.061
"12",0.183
"12",0.061
"9",0.122
"9",0.122
"11",0.061
"12",0.122
"9",0.122
"11",0.487
"9",0.061
"9",0.061
"12",0.243
"11",0.122
"12",0.122
"11",0.061
"12",0.061
"11",0.122
"9",0.061
"9",1.643
"9",0.061
"9",0.122
"9",0.061
"9",0.426
"9",0.974
"1",0.061
"11",0.061
"9",0.061
"9",0.183
"4",0.122
"4",0.061
"4",0.122
"11",0.061
"9",0.122
"9",0.122
"11",0.061
"12",0.183
"11",0.122
"9",0.122
"11",0.122
"11",0.122
"11",0.061
"11",0.061
"12",0.122
"12",0.061
"12",0.061
"9",0.061
"9",0.061
"9",0.183
"12",0.122
"11",0.122
"9",0.061
"12",0.122
"12",0.183
"11",0.304
"9",0.061
"9",0.122
"12",0.122
"11",0.061
"11",0.122
"11",1.095
"12",0.122
"11",0.669
"11",0.122
"11",0.061
"12",0.122
"11",0.122
"11",0.061
"11",0.122
"12",0.243
"11",0.487
"11",0.061
"12",1.400
"9",0.061
"11",0.061
"11",0.061
"11",0.122
"9",0.122
"12",0.061
"11",0.122
"9",0.122
"16",0.122
"3",0.061
"4",0.061
"9",0.061
"11",0.122
"9",0.061
"4",0.061
"4",0.122
"9",0.061
"9",0.122
"1",0.061
"9",0.122
"4",0.426
"1",0.061
"1",0.183
"1",0.122
"9",0.122
"3",0.061
"1",0.122
"4",0.061
"12",0.122
"9",0.243
"9",0.122
"9",0.061
"9",0.061
"4",0.061
"12",0.122
"1",0.061
"1",0.122
"4",0.061
"12",0.061
"12",0.061
