DN,area_ha
"9",0.122
"9",1.399
"11",0.122
"12",0.061
"3",0.061
"11",0.122
"12",0.182
"9",0.122
"9",0.182
"9",0.061
"9",0.061
"9",0.122
"11",0.122
"9",0.243
"11",0.122
"12",0.122
"9",0.061
"9",0.061
"9",0.061
"11",0.061
"9",0.122
"9",0.122
"12",0.061
"11",0.061
"1",0.061
"1",0.061
"12",0.122
"11",0.182
"9",0.182
"3",0.122
"9",0.122
"9",0.061
"12",0.061
"9",0.182
"1",0.061
"1",0.122
"9",0.122
"12",0.061
"12",0.061
"12",0.061
"9",0.122
"12",0.182
"4",0.061
"9",0.061
"12",0.061
"9",0.061
"9",0.061
"1",0.122
"12",0.122
"9",0.243
"9",0.061
"4",0.061
"4",0.182
"1",0.061
"1",0.061
"9",0.182
"4",0.122
"9",0.061
"4",0.182
"9",0.122
"9",0.061
"12",15.809
"11",11.735
"9",30.524
"9",0.851
"11",1.155
"9",6.993
"9",0.669
"11",1.095
"12",0.426
"9",0.243
"12",2.797
"11",0.365
"9",0.669
"9",0.486
"3",1.034
"9",0.730
"9",4.804
"12",47.241
"9",0.426
"12",2.615
"11",1.703
"11",2.615
"9",1.520
"9",0.669
"12",0.547
"11",0.791
"9",4.013
"9",1.095
"9",0.547
"9",0.486
"12",0.365
"9",0.426
"12",0.486
"9",1.095
"12",0.426
"9",0.669
"12",0.608
"9",0.791
"11",0.669
"11",0.669
"9",0.486
"9",2.493
"12",0.730
"11",0.182
"9",1.763
"11",0.608
"9",1.703
"12",2.311
"12",0.122
"9",1.581
"11",0.304
"9",0.365
"9",0.304
"9",0.547
"11",0.243
"12",10.824
"11",835.430
"12",0.486
"11",0.182
"12",1.155
"9",0.486
"12",2.432
"12",0.730
"9",0.243
"1",0.365
"9",0.304
"9",15.201
"12",4.378
"12",0.243
"4",0.365
"12",0.122
"12",0.182
"12",0.365
"9",0.547
"12",0.243
"9",0.304
"9",0.486
"12",0.243
"12",0.365
"9",0.791
"9",0.486
"12",0.122
"4",0.851
"9",0.608
"9",0.426
"9",0.122
"4",1.824
"12",0.122
"4",0.486
"12",1.216
"12",0.122
"9",0.122
"11",0.912
"12",0.061
"12",0.061
"9",0.122
"12",0.122
"11",0.122
"9",0.243
"9",0.243
"9",0.061
"12",0.182
"9",0.182
"11",3.162
"11",0.122
"12",0.365
"9",1.824
"9",0.365
"12",0.122
"11",0.061
"9",0.122
"9",0.365
"9",0.122
"11",0.061
"9",0.243
"12",0.243
"11",2.554
"12",0.061
"9",0.061
"12",0.304
"9",0.061
"9",0.122
"9",0.122
"11",0.122
"11",0.122
"9",0.061
"9",0.243
"9",0.122
"11",0.061
"9",0.122
"11",0.243
"11",0.851
"11",0.122
"11",0.243
"9",0.365
"9",397.059
"11",0.061
"9",0.304
"11",0.061
"9",0.061
"9",0.851
"9",0.304
"11",0.061
"9",0.122
"9",0.365
"9",0.061
"9",0.122
"11",0.973
"9",0.122
"12",0.061
"12",0.061
"12",0.182
"11",0.061
"11",0.061
"12",0.730
"12",0.182
"11",0.061
"9",0.061
"11",0.122
"9",0.243
"12",0.122
"9",0.122
"9",0.182
"12",0.122
"3",0.122
"1",0.243
"9",0.122
"9",0.061
"9",0.122
"12",0.182
"11",0.061
"12",0.973
"9",0.061
"12",0.122
"1",0.304
"1",0.122
"4",0.061
"4",0.061
"9",0.061
"9",0.243
"9",0.122
"9",0.061
"12",7.236
"11",0.061
"9",0.122
"9",0.122
"9",0.122
"11",0.182
"9",0.669
"9",0.547
"9",0.061
"9",0.061
"9",0.061
"9",0.669
"9",0.243
"11",0.122
"11",0.122
"11",0.061
"9",0.122
"11",0.243
"9",0.669
"11",1.034
"9",0.182
"9",0.061
"11",0.486
"4",0.122
"9",0.061
"11",0.122
"4",0.122
"9",1.155
"1",0.791
"3",0.061
"4",1.155
"1",0.061
"4",2.615
"9",0.365
"9",0.061
"9",0.122
"12",0.304
"9",1.338
"12",0.122
"12",0.122
"12",0.426
"12",1.095
"12",0.304
"12",0.122
"16",0.061
"9",0.061
"12",0.061
"12",3.344
"12",0.061
"12",0.061
"9",0.243
"9",0.912
"9",0.365
"9",0.061
"9",0.122
"9",0.122
"12",51.682
"9",0.061
"12",1.581
"9",1.642
"9",0.486
"9",0.061
"9",0.243
"9",0.669
"12",1.642
"9",0.061
"4",0.122
"4",0.061
"4",0.061
"4",0.122
"4",0.791
"4",0.061
"9",0.304
"9",0.122
"4",0.122
"4",0.061
"12",0.365
"9",0.547
"9",0.122
"9",0.182
"11",0.122
"9",0.182
"12",0.061
"11",0.122
"9",0.061
"11",0.851
"9",0.243
"9",1.277
"9",0.122
"9",0.061
"11",0.365
"9",0.122
"11",1.399
"12",0.791
"11",0.061
"11",0.061
"9",0.122
"9",0.122
"9",0.122
"9",0.061
"9",0.122
"4",0.061
"3",0.122
"16",0.122
"9",0.304
"9",0.061
"11",15.444
"9",0.122
"9",0.122
"11",0.061
"9",0.122
"9",0.122
"11",0.547
"9",3.588
"9",0.061
"11",0.122
"9",0.182
"12",0.061
"9",7.175
"11",0.122
"9",0.122
"11",0.061
"9",0.122
"11",0.061
"11",0.061
"9",0.122
"9",0.122
"9",0.061
"12",0.608
"11",0.122
"12",0.608
"11",0.061
"12",0.243
"9",0.061
"11",0.426
"12",0.122
"12",1.095
"11",7.236
"9",0.122
"11",0.061
"1",0.182
"9",0.061
"9",0.122
"4",0.122
"11",0.122
"11",0.182
"11",0.061
"9",0.122
"11",0.061
"12",0.122
"12",0.122
"12",0.061
"4",0.122
"4",0.122
"4",0.122
"11",0.061
"9",0.182
"9",0.122
"9",0.122
"9",0.547
"12",0.061
"9",0.061
"11",0.122
"9",0.304
"9",0.122
"9",0.061
"9",0.122
"9",0.061
"11",0.182
"12",0.426
"9",0.061
"12",0.182
"9",0.365
"11",0.122
"12",0.122
"9",0.061
"11",0.243
"9",0.973
"11",0.061
"12",4.378
"4",0.122
"1",0.182
"4",0.061
"1",0.122
"9",0.061
"9",0.122
"9",0.243
"12",0.061
"9",0.122
"9",6.385
"12",0.061
"12",0.061
"11",0.365
"11",0.122
"9",0.547
"9",0.061
"12",0.061
"12",0.122
"12",5.169
"12",0.182
"12",6.263
"12",0.061
"4",0.243
"1",0.061
"12",0.122
"12",0.122
"9",0.304
"11",0.182
"9",0.061
"9",0.061
"9",0.122
"9",0.061
"9",0.486
"4",0.122
"12",0.122
"12",0.182
"9",0.243
"12",0.547
"9",0.365
"9",0.061
"11",0.243
"9",0.061
"1",0.182
"9",0.122
"9",1.277
"9",0.304
"1",0.122
"12",0.608
"12",0.730
"9",0.243
"1",0.182
"9",0.243
"4",0.061
"4",0.061
"4",0.061
"4",0.486
"9",0.122
"9",0.122
"9",0.061
"9",0.122
"9",0.061
"12",0.122
"12",0.122
"9",0.061
"4",0.122
"12",0.122
"12",0.122
"12",0.243
"12",0.061
"12",0.061
"11",0.061
"12",0.061
"9",0.304
"11",0.061
"9",0.426
"11",0.061
"11",0.122
"12",0.304
"9",0.243
"12",0.061
"9",0.122
"9",0.122
"11",0.730
"9",0.061
"11",0.061
"9",0.122
"9",0.304
"11",0.122
"11",0.243
"12",0.304
"9",0.061
"9",0.304
"9",0.122
"9",2.068
"9",0.061
"0",0.061
"9",0.365
"12",0.912
"9",0.182
"11",0.122
"11",0.122
"11",0.851
"9",0.365
"11",0.730
"9",0.061
"9",0.243
"9",0.061
"9",0.122
"9",0.061
"9",0.061
"11",0.061
"9",0.122
"9",0.122
"9",0.122
"11",0.061
"9",0.122
"11",0.122
"9",0.061
"9",0.061
"9",0.304
"12",0.304
"9",0.243
"11",0.182
"11",0.122
"12",0.061
"11",0.122
"11",0.122
"12",0.061
"9",0.304
"12",0.122
"1",0.791
"9",0.122
"12",0.122
"4",0.061
"12",0.061
"1",0.182
"1",0.182
"4",0.061
"4",0.304
"4",0.061
"9",0.426
"9",0.122
"11",0.365
"9",0.122
"9",0.061
"12",0.182
"9",0.061
"9",0.122
"11",0.426
"9",1.946
"11",0.122
"12",0.182
"12",0.122
"11",0.122
"11",0.061
"9",0.182
"11",0.122
"12",0.061
"4",0.061
"4",0.730
"4",0.061
"3",0.122
"4",0.061
"12",0.122
"9",0.061
"12",0.122
"12",1.216
"12",0.122
"9",0.122
"12",0.243
"12",0.122
"12",0.182
"9",0.061
"12",1.459
"12",0.122
"12",0.122
"4",0.061
"4",0.061
"9",0.791
"12",0.486
"9",0.182
"9",0.061
"9",0.122
"9",1.216
"12",0.426
"4",0.122
"12",0.122
"12",0.182
"12",0.122
"12",0.122
"12",2.372
"9",0.061
"9",0.061
"9",0.182
"9",0.061
"9",0.182
"9",0.365
"12",0.851
"9",0.061
"4",0.122
"1",0.122
"12",0.061
"12",0.122
"4",0.061
"4",0.182
"4",0.182
"9",0.061
"4",0.061
"9",0.365
"9",0.061
"4",0.486
"4",0.122
"12",0.061
"9",0.122
"1",0.061
"12",0.122
"12",0.122
"12",0.061
"11",1.338
"9",0.122
"9",0.122
"9",0.243
"9",0.122
"12",0.243
"12",0.061
"9",0.122
"9",0.304
"9",0.122
"9",0.182
"11",0.122
"12",0.243
"11",0.182
"9",0.061
"9",0.243
"9",0.061
"9",0.182
"9",0.061
"12",0.122
"9",0.061
"11",0.122
"9",0.243
"9",0.973
"11",0.304
"9",2.128
"11",0.365
"9",0.061
"11",0.243
"9",0.365
"9",0.122
"9",0.061
"11",0.426
"9",0.122
"9",0.061
"11",0.122
"12",0.061
"11",1.034
"9",0.122
"9",0.061
"9",0.061
"9",0.547
"9",0.122
"11",0.122
"11",0.061
"11",0.061
"9",0.122
"11",0.243
"12",0.122
"11",0.122
"11",0.182
"12",0.122
"12",0.122
"11",0.061
"9",0.426
"4",0.122
"4",0.061
"9",0.122
"3",0.061
"11",0.122
"11",0.304
"12",0.061
"9",0.122
"12",0.791
"12",0.122
"12",0.061
"1",0.122
"9",0.061
"9",0.243
"9",0.243
"9",0.061
"9",0.182
"9",0.426
"9",0.122
"11",0.182
"12",0.122
"9",2.189
"9",0.243
"11",0.486
"9",0.182
"12",0.122
"12",0.304
"9",0.061
"11",0.061
"11",0.061
"11",1.520
"9",0.243
"9",0.304
"12",0.730
"1",0.122
"12",0.061
"4",0.122
"4",0.061
"9",0.426
"1",0.243
"12",0.547
"9",0.122
"9",0.122
"4",0.122
"1",0.182
"1",0.061
"12",0.182
"9",0.486
"12",0.122
"12",0.122
"11",0.122
"12",0.061
"12",0.182
"12",0.122
"12",0.304
"12",1.216
"12",0.061
"1",1.642
"9",0.304
"12",7.175
"12",0.304
"12",0.122
"12",0.061
"11",0.122
"12",0.608
"9",0.061
"9",0.122
"12",0.122
"9",0.061
"4",0.122
"4",0.122
"9",0.122
"1",0.061
"9",0.122
"4",0.061
"12",0.182
"12",0.061
"9",0.122
"12",0.061
"9",0.791
"9",0.122
"1",0.122
"9",0.061
"9",0.304
"4",0.304
"9",0.730
"9",0.426
"12",0.061
"9",1.034
"4",0.061
"1",0.304
"4",0.243
"9",0.061
"4",0.122
"4",0.061
"9",0.304
"4",0.182
"4",0.304
"4",0.122
"4",0.730
"12",0.061
"4",0.061
"9",0.061
"9",0.061
"12",0.122
"12",0.243
"12",0.061
"9",0.243
"9",0.122
"12",0.061
"12",0.061
"11",0.122
"12",0.122
"12",0.243
"11",0.243
"11",0.061
"9",0.243
"11",0.243
"9",0.730
"9",0.061
"9",0.122
"9",0.122
"9",0.061
"9",0.122
"11",0.182
"11",0.608
"9",0.122
"11",0.061
"12",0.122
"0",0.061
"9",0.182
"12",0.912
"12",0.243
"12",0.791
"9",0.061
"9",0.122
"9",0.061
"1",0.122
"4",0.061
"11",0.182
"4",2.615
"9",0.122
"11",0.061
"9",0.122
"9",0.061
"12",0.608
"11",0.122
"11",0.061
"9",0.061
"11",0.061
"9",0.061
"11",0.182
"9",0.304
"9",0.243
"11",0.122
"11",0.243
"9",0.061
"11",0.851
"11",0.061
"11",0.365
"11",0.365
"11",0.182
"12",0.061
"12",0.061
"12",1.095
"12",0.122
"12",0.122
"9",0.061
"9",0.061
"9",0.061
"11",0.122
"11",0.061
"16",1.095
"1",0.061
"11",0.061
"3",0.182
"11",0.182
"11",0.122
"9",0.122
"12",0.122
"16",0.122
"12",0.608
"12",0.122
"3",0.122
"1",0.122
"4",0.061
"4",0.243
"11",0.061
"9",0.122
"9",0.061
"9",1.034
"9",0.365
"9",0.182
"9",0.061
"9",0.365
"9",0.122
"9",0.122
"9",0.243
"9",0.122
"11",0.122
"12",0.304
"12",0.122
"11",0.122
"11",0.061
"12",0.061
"9",0.243
"9",0.122
"9",0.122
"11",0.061
"9",0.486
"12",0.304
"9",0.365
"1",0.182
"4",0.061
"4",0.122
"1",0.182
"1",0.122
"9",0.243
"12",0.243
"9",0.061
"12",0.061
"1",0.122
"9",0.122
"1",0.061
"9",0.061
"9",0.061
"12",0.243
"9",0.426
"12",22.863
"12",0.912
"9",0.426
"12",0.061
"9",0.061
"12",0.243
"12",0.243
"12",0.669
"9",0.061
"1",0.122
"9",0.061
"9",0.061
"4",0.061
"4",0.122
"11",0.061
"12",0.061
"9",0.243
"12",3.162
"9",0.061
"9",0.122
"12",0.122
"12",0.547
"9",0.912
"9",0.061
"1",0.122
"9",0.122
"4",0.122
"9",0.608
"9",0.122
"11",0.486
"12",0.122
"12",0.061
"9",0.122
"9",0.122
"4",0.304
"12",0.122
"12",1.338
"12",0.122
"12",0.243
"9",0.122
"1",0.061
"9",0.365
"4",0.061
"4",0.122
"4",0.061
"9",0.122
"9",0.061
"4",0.061
"4",0.122
"9",0.122
"9",0.122
"9",0.061
"9",0.912
"1",0.122
"12",0.851
"9",0.061
"12",0.122
"11",0.122
"12",0.365
"11",0.243
"12",0.182
"12",3.040
"12",0.122
"12",0.122
"11",0.061
"12",0.061
"11",0.122
"12",0.061
"9",0.243
"11",0.122
"11",0.061
"9",0.122
"12",0.061
"9",0.122
"9",0.061
"11",0.182
"9",0.122
"9",0.061
"9",0.122
"11",0.061
"9",0.061
"9",0.122
"12",0.182
"9",0.122
"11",0.730
"12",0.122
"9",0.426
"9",0.122
"11",0.122
"9",0.182
"9",0.122
"0",0.061
"9",0.122
"12",0.182
"9",0.182
"9",0.122
"12",0.304
"11",0.122
"9",0.122
"3",0.061
"4",0.365
"9",0.122
"11",0.122
"11",0.182
"12",1.155
"11",0.122
"11",1.642
"9",0.061
"9",0.304
"11",0.243
"12",0.608
"11",0.122
"11",0.061
"9",0.122
"9",0.182
"11",0.122
"12",0.912
"11",0.304
"11",0.122
"12",0.426
"12",0.669
"11",0.061
"9",0.061
"11",0.122
"1",0.365
"3",0.182
"12",0.061
"1",0.912
"12",0.304
"12",0.061
"12",0.122
"9",0.061
"12",0.304
"12",0.061
"16",0.122
"16",0.122
"4",0.122
"4",0.061
"11",0.122
"9",0.061
"9",0.182
"9",0.547
"9",0.061
"11",0.122
"9",0.122
"9",0.122
"11",0.243
"12",0.182
"12",0.182
"9",0.061
"12",0.182
"9",1.034
"11",0.304
"9",2.432
"12",0.122
"9",0.061
"11",1.034
"9",0.365
"12",0.122
"11",0.182
"12",0.061
"4",0.243
"1",0.243
"9",0.182
"4",0.122
"9",0.304
"12",0.182
"4",0.061
"1",0.426
"4",0.061
"12",0.122
"4",0.973
"11",0.122
"9",0.243
"9",0.122
"9",1.581
"12",0.061
"9",0.122
"9",0.182
"4",0.122
"1",0.061
"4",0.061
"1",0.122
"12",0.122
"11",0.061
"11",0.061
"11",0.122
"12",0.608
"12",0.608
"11",0.122
"12",0.304
"1",0.061
"9",0.304
"1",0.486
"4",0.182
"12",1.642
"9",0.122
"9",0.061
"12",0.182
"9",0.486
"9",0.122
"1",0.061
"9",0.061
"12",0.122
"12",0.061
"12",0.182
"12",0.547
"12",0.122
"9",0.061
"9",0.061
"9",0.122
"1",0.122
"9",0.122
"12",0.061
"1",0.061
"9",0.061
"12",0.061
"12",0.061
"9",0.122
"1",0.122
"4",0.061
"4",1.216
"4",0.061
"4",0.243
"4",0.182
"12",0.122
"4",0.061
"9",0.061
"9",0.122
"9",0.061
"12",0.304
"12",0.061
"4",0.122
"4",0.365
"12",0.608
"11",0.243
"11",0.243
"9",0.122
"12",0.061
"11",0.122
"11",0.122
"12",0.365
"11",0.061
"12",0.243
"11",0.061
"12",0.122
"9",1.216
"11",0.122
"12",0.122
"11",0.243
"9",0.122
"12",0.243
"9",0.182
"12",0.061
"12",0.061
"12",0.122
"9",0.304
"11",0.669
"9",0.122
"11",0.486
"9",0.061
"9",0.122
"11",0.547
"9",0.304
"11",0.122
"12",0.061
"12",0.061
"9",0.122
"9",0.122
"11",0.304
"9",0.061
"12",0.182
"12",0.061
"4",0.061
"9",0.122
"3",0.122
"11",0.061
"3",0.182
"4",0.122
"4",0.061
"9",0.061
"9",0.304
"9",0.122
"9",0.547
"9",0.182
"9",0.061
"9",0.061
"11",0.243
"9",0.182
"9",0.243
"9",0.061
"11",0.122
"9",0.061
"11",0.061
"9",0.122
"11",0.061
"9",1.642
"11",0.365
"9",0.365
"9",0.122
"9",0.061
"9",0.122
"9",0.061
"9",0.182
"9",0.061
"9",0.122
"11",0.061
"9",0.243
"11",0.061
"9",0.061
"11",0.243
"9",0.791
"9",0.182
"11",0.182
"11",0.426
"11",0.243
"12",1.277
"12",0.061
"11",0.061
"11",0.061
"9",0.061
"11",0.122
"12",0.182
"12",0.061
"12",0.061
"16",0.122
"4",0.061
"16",0.061
"4",0.061
"9",0.426
"9",0.122
"11",0.122
"11",0.122
"11",0.122
"11",0.122
"9",0.486
"12",0.061
"11",0.243
"11",0.061
"9",0.122
"11",0.122
"12",0.061
"4",0.122
"12",0.061
"9",0.061
"3",0.122
"11",0.061
"9",0.304
"1",0.182
"4",0.061
"12",0.122
"9",0.061
"1",0.122
"9",0.061
"4",0.122
"9",0.061
"1",0.122
"12",0.122
"12",0.243
"3",0.304
"12",0.122
"12",0.547
"9",0.061
"11",0.182
"11",0.304
"12",0.851
"12",0.243
"12",0.061
"12",0.061
"12",0.061
"12",0.061
"9",0.122
"9",0.122
"1",0.061
"12",0.243
"12",0.608
"11",0.122
"12",0.243
"12",0.061
"9",0.182
"9",0.061
"9",0.061
"12",0.122
"12",0.122
"12",0.061
"9",0.061
"12",0.061
"9",0.122
"9",0.122
"9",0.122
"9",0.182
"9",0.061
"12",0.243
"12",0.061
"12",0.182
"4",0.122
"1",0.061
"4",0.061
"4",0.547
"4",0.061
"4",0.122
"9",0.122
"9",0.122
"9",0.122
"9",0.486
"9",0.122
"9",0.122
"1",0.061
"9",0.061
"16",7.844
"12",0.061
"11",0.122
"9",0.061
"11",0.122
"9",0.182
"11",0.182
"12",0.061
"11",0.122
"11",0.122
"11",0.061
"11",0.061
"11",0.061
"9",0.061
"9",0.182
"11",0.061
"11",0.061
"11",0.061
"12",0.122
"9",0.730
"9",0.061
"9",0.061
"9",0.182
"12",0.182
"12",0.122
"16",0.061
"1",0.061
"12",0.061
"9",0.061
"1",0.182
"9",0.182
"9",0.061
"9",1.095
"9",0.061
"11",0.122
"9",0.122
"11",0.547
"9",0.061
"11",0.122
"11",0.061
"9",0.122
"11",0.061
"11",0.061
"9",0.061
"11",0.608
"11",0.122
"9",0.122
"9",0.122
"9",0.061
"11",0.669
"11",1.155
"11",0.122
"11",0.061
"11",0.061
"9",0.061
"9",0.122
"12",0.061
"12",0.122
"11",0.061
"9",0.122
"12",0.182
"9",0.122
"9",0.061
"9",0.122
"9",0.122
"9",0.061
"9",0.061
"9",0.061
"9",0.122
"9",0.547
"9",0.061
"9",0.061
"11",0.061
"9",0.243
"9",0.182
"9",0.061
"12",0.122
"11",0.122
"12",0.061
"12",0.122
"9",0.061
"9",0.122
"9",0.061
"1",0.061
"11",0.061
"12",0.365
"1",0.061
"9",0.182
"11",0.061
"1",0.122
"1",0.061
"1",0.122
"9",0.304
"12",0.122
"12",0.061
"12",0.061
"3",0.061
"3",0.243
"12",0.122
"12",0.061
"11",0.182
"12",0.122
"12",0.061
"12",0.122
"12",0.122
"12",0.122
"12",0.061
"4",0.122
"4",0.122
"1",0.061
"4",0.061
"9",0.365
"9",0.182
"12",0.122
"9",0.061
"1",0.122
"12",0.182
"12",0.122
"9",0.061
"9",0.061
"9",0.122
"12",0.061
"9",0.122
"4",0.122
"4",0.182
"4",0.061
"4",0.061
"4",0.061
"12",0.061
"9",0.122
"9",0.061
"9",0.061
"1",0.061
"4",37.759
"16",14.898
"9",7.115
"11",3.466
"9",3.345
"12",17.878
"11",18.850
"9",5.473
"12",3.892
"12",3.527
"9",0.851
"9",0.851
"11",1.885
"9",3.162
"9",0.912
"1",3.162
"9",0.426
"11",21.222
"9",0.486
"9",7.601
"9",6.507
"12",3.101
"9",0.730
"11",0.486
"9",1.216
"9",0.182
"11",1.216
"1",1.095
"9",1.338
"12",1.885
"12",1.885
"12",1.155
"12",0.122
"9",0.122
"9",0.122
"12",0.365
"12",0.122
"9",1.277
"9",11.979
"9",1.520
"9",0.243
"9",22.377
"4",0.182
"11",0.243
"12",1.520
"9",0.243
"11",0.243
"9",0.122
"9",0.669
"9",4.317
"11",2.615
"12",2.736
"12",0.304
"11",0.669
"11",0.608
"12",2.980
"9",0.547
"12",5.169
"11",0.243
"12",0.182
"4",0.243
"9",0.304
"9",0.608
"11",0.486
"1",0.243
"12",0.182
"11",0.426
"12",1.885
"12",0.182
"12",0.669
"12",0.304
"12",0.243
"9",0.122
"12",0.486
"12",0.122
"9",1.520
"9",0.912
"12",0.304
"12",0.365
"9",0.365
"12",6.507
"12",0.304
"4",0.182
"4",0.182
"12",0.912
"9",0.122
"12",0.061
"11",0.122
"9",0.304
"12",0.061
"11",0.365
"11",0.243
"12",0.304
"12",0.122
"11",0.061
"11",0.182
"9",0.061
"11",0.973
"9",0.061
"9",0.182
"9",3.527
"9",0.122
"9",0.061
"9",0.061
"9",0.122
"12",0.608
"9",0.061
"9",0.061
"9",0.182
"9",2.250
"11",0.486
"12",0.182
"9",0.122
"9",0.243
"9",0.061
"9",0.243
"9",0.973
"9",0.243
"9",0.061
"12",0.122
"11",0.122
"9",0.122
"12",0.061
"9",0.304
"9",0.122
"9",0.061
"3",0.182
"11",0.061
"4",0.061
"1",0.122
"4",0.304
"9",0.122
"9",0.426
"9",0.182
"9",0.182
"12",0.061
"12",0.182
"9",0.182
"11",0.061
"11",0.122
"11",0.122
"12",0.061
"9",0.365
"12",0.061
"9",0.061
"11",0.122
"9",0.122
"9",0.182
"9",0.122
"9",0.061
"9",0.182
"11",0.243
"11",0.243
"11",0.122
"11",0.061
"9",0.365
"11",0.122
"11",0.426
"9",0.061
"9",0.061
"11",0.061
"11",0.122
"11",0.365
"12",0.243
"11",1.946
"11",0.061
"16",0.122
"4",0.122
"4",0.061
"12",0.851
"11",0.061
"9",0.426
"9",0.061
"11",0.061
"11",0.122
"9",0.061
"9",1.034
"9",0.182
"9",0.122
"9",0.182
"11",0.243
"11",0.061
"11",0.061
"9",0.061
"9",0.122
"11",0.851
"9",0.182
"11",0.669
"11",0.122
"11",0.122
"9",0.304
"12",0.243
"1",0.122
"12",0.547
"9",0.122
"9",0.061
"4",0.122
"1",0.061
"1",0.061
"9",0.365
"12",0.426
"12",0.122
"9",0.547
"1",0.304
"4",0.730
"9",0.365
"12",0.122
"9",0.304
"3",0.061
"3",0.182
"12",0.122
"12",10.033
"12",0.182
"12",1.216
"12",0.365
"12",0.061
"11",0.122
"11",0.912
"12",0.851
"12",0.122
"9",0.061
"4",0.061
"12",0.061
"9",0.851
"1",0.851
"9",0.243
"12",0.243
"12",0.061
"9",0.608
"4",0.122
"9",1.520
"9",0.182
"9",0.061
"9",0.061
"12",1.399
"9",0.061
"9",0.608
"12",0.791
"12",0.061
"12",0.061
"12",0.122
"12",0.061
"9",0.182
"9",0.122
"12",0.061
"1",0.122
"9",0.122
"9",0.122
"12",0.061
"12",0.061
"9",0.122
"12",0.122
"12",0.669
"1",0.061
"4",0.122
"4",0.061
"4",0.122
"9",0.243
"4",0.122
"4",0.061
"9",0.243
"9",1.885
"12",0.182
"9",0.061
"9",0.061
"4",0.061
"9",0.122
"12",0.304
"12",0.122
"9",0.061
"16",0.243
"12",0.122
"12",0.243
"12",0.061
"11",0.122
"11",0.243
"11",0.061
"11",0.061
"9",0.061
"9",0.061
"12",0.182
"9",0.061
"9",0.122
"9",0.122
"9",0.122
"9",0.061
"11",0.547
"11",0.973
"9",0.791
"12",0.061
"11",0.365
"9",0.061
"11",0.486
"9",0.608
"11",0.122
"11",0.851
"11",0.061
"9",0.122
"12",0.182
"9",0.243
"9",0.061
"9",0.122
"9",0.061
"9",0.061
"9",0.486
"1",0.182
"16",0.061
"3",0.122
"11",0.426
"9",0.304
"12",25.418
"9",0.122
"11",0.243
"9",0.061
"12",0.243
"9",0.243
"9",0.122
"9",0.122
"9",0.122
"12",0.182
"11",0.547
"9",1.581
"9",0.243
"12",0.122
"11",0.061
"11",0.061
"11",0.061
"9",0.973
"11",0.122
"11",0.061
"11",0.973
"9",0.061
"11",0.182
"9",0.426
"11",1.459
"12",0.122
"11",0.061
"12",0.304
"9",0.122
"9",0.182
"9",0.061
"11",0.061
"11",0.061
"9",0.061
"9",0.243
"11",0.426
"12",0.061
"11",0.426
"9",1.824
"16",0.608
"12",1.581
"9",30.769
"4",0.182
"11",0.122
"12",0.365
"16",0.122
"12",0.122
"9",0.061
"9",0.304
"9",0.061
"9",0.730
"9",0.061
"9",0.365
"9",0.061
"9",0.243
"9",0.061
"11",0.122
"9",1.946
"9",0.122
"11",2.736
"9",0.122
"9",0.182
"9",0.061
"11",0.243
"9",0.426
"9",0.061
"9",0.061
"12",0.122
"11",0.122
"9",0.182
"11",0.122
"9",0.061
"11",0.061
"9",0.061
"11",0.122
"1",0.304
"9",0.122
"1",0.061
"4",0.122
"12",0.061
"9",0.061
"1",0.122
"12",0.122
"9",0.061
"9",0.061
"1",0.122
"3",0.243
"9",0.122
"9",0.061
"9",0.061
"9",0.182
"12",0.122
"9",0.122
"11",0.061
"11",0.486
"12",0.122
"9",0.304
"12",0.122
"12",0.122
"12",0.061
"9",0.061
"12",0.122
"4",0.304
"9",0.122
"4",0.061
"12",0.608
"12",0.122
"12",0.122
"9",0.365
"11",0.122
"12",0.122
"9",0.243
"12",0.122
"12",0.182
"9",0.912
"12",0.061
"9",0.061
"12",0.182
"12",0.061
"9",0.061
"12",0.243
"9",2.432
"4",0.122
"9",0.122
"4",0.122
"12",0.122
"9",0.122
"1",0.122
"1",0.061
"1",0.061
"4",0.061
"12",0.122
"11",0.061
"12",0.061
"9",0.122
"12",0.122
"12",0.122
"11",0.061
"9",0.122
"11",0.365
"11",1.885
"9",0.122
"9",0.365
"9",0.122
"11",0.061
"9",0.122
"9",0.122
"9",0.122
"9",0.122
"9",0.122
"11",0.486
"11",0.122
"9",0.182
"9",0.608
"12",0.791
"11",0.061
"9",0.061
"11",0.061
"9",5.777
"9",0.122
"9",0.182
"9",0.122
"12",0.182
"12",0.426
"9",0.182
"9",0.122
"12",0.547
"9",0.061
"9",0.182
"12",0.122
"11",0.791
"12",0.061
"1",0.122
"9",0.426
"11",0.243
"13",0.061
"12",0.061
"9",0.122
"9",0.122
"11",0.182
"9",0.061
"9",0.061
"12",0.061
"11",0.304
"9",0.243
"11",0.365
"9",0.122
"9",0.122
"9",0.912
"11",0.182
"9",0.122
"9",0.182
"9",0.122
"11",0.122
"11",0.061
"11",0.122
"11",0.486
"11",0.122
"11",0.061
"9",0.122
"12",0.061
"11",0.061
"11",0.912
"11",0.061
"12",2.250
"11",0.061
"11",0.426
"11",0.061
"12",0.061
"11",0.304
"11",0.061
"12",0.304
"13",0.122
"9",0.182
"12",2.068
"9",0.243
"9",0.122
"11",0.061
"9",0.122
"9",0.061
"9",0.669
"9",0.486
